"Server","Operating system","NULL cipher","DES 56/56 cipher","RC2 128/128 cipher","RC2 40/128 cipher","RC2 56/128 cipher","RC4 128/128 cipher","RC4 40/128 cipher","RC4 56/128 cipher","RC4 64/128 cipher","AES 128/128 cipher","AES 256/256 cipher","Triple DES 168/168 cipher","Triple DES 168 cipher","SSL 2.0\Client protocol","SSL 2.0\Server protocol","SSL 3.0\Client protocol","SSL 3.0\Server protocol","TLS 1.0\Client protocol","TLS 1.0\Server protocol","TLS 1.1\Client protocol","TLS 1.1\Server protocol","TLS 1.2\Client protocol","TLS 1.2\Server protocol","SSL 2.0\Client protocol DisabledByDefault","SSL 2.0\Server protocol DisabledByDefault","SSL 3.0\Client protocol DisabledByDefault","SSL 3.0\Server protocol DisabledByDefault","TLS 1.0\Client protocol DisabledByDefault","TLS 1.0\Server protocol DisabledByDefault","TLS 1.1\Client protocol DisabledByDefault","TLS 1.1\Server protocol DisabledByDefault","TLS 1.2\Client protocol DisabledByDefault","TLS 1.2\Server protocol DisabledByDefault"
"david-lap","Microsoft Windows 10 Pro","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Enabled","Enabled","Not configured","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Disabled","Enabled","Enabled","Enabled","Enabled","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No"
